year,shelter,batch,datalogger,BRTE_canopy_cover,CETE_canopy_cover,ELEL_canopy_cover,LEPE_canopy_cover,DEPI_canopy_cover,ALAL_canopy_cover,total_canopy_cover,annual_mustard_canopy_cover,BRTE_total_cover,CETE_total_cover,ELEL_total_cover,LEPE_total_cover,DEPI_total_cover,ALAL_total_cover,annual_mustard_total_cover
2020,1,2,5G0E3565,0.0,0.03125,0.4375,0.0,0.0,0.0,0.46875,0.0,0.0,0.03125,0.4375,0.0,0.0,0.0,0.0
2020,2,4,rushUS+,0.0,0.09375,0.3125,0.0,0.0,0.03125,0.4375,0.03125,0.0,0.09375,0.3125,0.0,0.0,0.03125,0.03125
2020,3,6,5G0E3583,0.09375,0.15625,0.1875,0.0,0.0,0.0,0.4375,0.0,0.09375,0.15625,0.1875,0.0,0.0,0.0,0.0
2020,4,7,5G0E3580,0.3125,0.15625,0.0625,0.0,0.0,0.0625,0.59375,0.0625,0.3125,0.1875,0.0625,0.0,0.0,0.0625,0.0625
2020,5,9,rushUSc,0.4375,0.15625,0.15625,0.0,0.0,0.0,0.75,0.0,0.4375,0.1875,0.15625,0.0,0.0,0.0,0.0
2020,6,1,5G0E3566,0.59375,0.09375,0.0,0.0,0.0,0.09375,0.78125,0.09375,0.59375,0.125,0.0,0.0,0.0,0.09375,0.09375
2020,6.5,1,5G0E3566,0.5625,0.125,0.0,0.0,0.0,0.09375,0.78125,0.09375,0.5625,0.125,0.0,0.0,0.0,0.09375,0.09375
2020,7,3,5G0E3575,0.125,0.125,0.03125,0.0,0.0,0.0625,0.34375,0.0625,0.15625,0.125,0.03125,0.0,0.0,0.0625,0.0625
2020,7.5,3,5G0E3575,0.28125,0.09375,0.0,0.0,0.0,0.09375,0.46875,0.09375,0.3125,0.09375,0.0,0.0,0.0,0.125,0.125
2020,8,5,EM24078,0.03125,0.0625,0.0,0.0,0.0,0.03125,0.125,0.03125,0.03125,0.0625,0.0,0.0,0.0,0.03125,0.03125
2020,8.5,5,EM24078,0.09375,0.03125,0.0625,0.0,0.0,0.21875,0.40625,0.21875,0.09375,0.03125,0.0625,0.0,0.0,0.21875,0.21875
2020,9,7,5G0E3563,0.15625,0.28125,0.0,0.0,0.0,0.0625,0.5,0.0625,0.15625,0.3125,0.0,0.0,0.0,0.0625,0.0625
2020,9.5,7,5G0E3563,0.28125,0.03125,0.09375,0.0,0.0,0.03125,0.4375,0.03125,0.28125,0.09375,0.09375,0.0,0.0,0.03125,0.03125
2020,10,9,5G0E3729,0.1875,0.125,0.0,0.0,0.0,0.03125,0.34375,0.03125,0.1875,0.125,0.0,0.0,0.0,0.03125,0.03125
2020,10.5,9,5G0E3729,0.34375,0.09375,0.0,0.0,0.0,0.03125,0.46875,0.03125,0.34375,0.125,0.0,0.0,0.0,0.03125,0.03125
2020,11,1,5G0E3704,0.3125,0.1875,0.0,0.0,0.0,0.0,0.5,0.0,0.3125,0.1875,0.0,0.0,0.0,0.0,0.0
2020,11.5,1,5G0E3704,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
2020,12,3,5G0E3728,0.03125,0.03125,0.0625,0.0,0.0,0.0,0.125,0.0,0.03125,0.03125,0.0625,0.0,0.0,0.0,0.0
2020,12.5,3,5G0E3728,0.15625,0.0625,0.0,0.0,0.0,0.1875,0.40625,0.1875,0.15625,0.0625,0.0,0.0,0.0,0.1875,0.1875
2020,13,5,5G0E3559,0.21875,0.03125,0.0625,0.0,0.0,0.25,0.5625,0.25,0.21875,0.03125,0.0625,0.0,0.0,0.25,0.25
2020,13.5,5,5G0E3559,0.3125,0.09375,0.0,0.0,0.0,0.125,0.53125,0.125,0.3125,0.09375,0.0,0.0,0.0,0.125,0.125
2020,14,7,5G0F4359,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
2020,14.5,7,5G0F4359,0.46875,0.21875,0.03125,0.0,0.0,0.0,0.71875,0.0,0.46875,0.28125,0.03125,0.0,0.0,0.0,0.0
2020,15,10,5G0E3562,0.15625,0.25,0.09375,0.0,0.0,0.0,0.5,0.0,0.15625,0.25,0.09375,0.0,0.0,0.0,0.0
2020,15.5,10,5G0E3562,0.34375,0.21875,0.0,0.0,0.0,0.0,0.5625,0.0,0.34375,0.34375,0.0,0.0,0.0,0.0,0.0
2020,16,2,5G0E3578,0.0,0.0,0.40625,0.0,0.0,0.0,0.40625,0.0,0.0,0.0,0.40625,0.0,0.0,0.0,0.0
2020,16.5,2,5G0E3578,0.0,0.0625,0.34375,0.0,0.0,0.03125,0.4375,0.03125,0.0,0.0625,0.34375,0.0,0.0,0.03125,0.03125
2020,17,4,5G0E3577,0.53125,0.28125,0.0,0.0,0.0,0.0,0.8125,0.0,0.53125,0.34375,0.0,0.0,0.0,0.0,0.0
2020,17.5,4,5G0E3577,0.78125,0.0,0.0,0.0,0.0,0.0,0.78125,0.0,0.78125,0.0,0.0,0.0,0.0,0.0,0.0
2020,18,6,5G0E3564,0.1875,0.28125,0.25,0.0,0.0,0.0,0.71875,0.0,0.1875,0.28125,0.25,0.0,0.0,0.0,0.0
2020,18.5,6,5G0E3564,0.625,0.03125,0.0625,0.0,0.0,0.0625,0.78125,0.0625,0.625,0.03125,0.0625,0.0,0.0,0.0625,0.0625
2020,20,9,5G0E3574,0.0,0.125,0.15625,0.0,0.0,0.09375,0.375,0.09375,0.0,0.125,0.15625,0.0,0.0,0.09375,0.09375
2020,20.5,9,5G0E3574,0.21875,0.0625,0.0625,0.0,0.0,0.0625,0.40625,0.0625,0.21875,0.0625,0.0625,0.0,0.0,0.0625,0.0625
2020,21,2,5G0F4358,0.0,0.03125,0.1875,0.0,0.0,0.0,0.21875,0.0,0.0,0.03125,0.1875,0.0,0.0,0.0,0.0
2020,21.5,2,5G0F4358,0.21875,0.09375,0.1875,0.0,0.0,0.03125,0.53125,0.03125,0.21875,0.09375,0.1875,0.0,0.0,0.03125,0.03125
2020,22,4,EM21049,0.125,0.125,0.1875,0.0,0.0,0.0625,0.5,0.0625,0.125,0.125,0.1875,0.0,0.0,0.0625,0.0625
2020,22.5,4,EM21049,0.40625,0.15625,0.03125,0.0,0.0,0.0625,0.65625,0.0625,0.40625,0.15625,0.03125,0.0,0.0,0.0625,0.0625
2020,23,6,5G0E3730,0.15625,0.125,0.15625,0.0,0.0,0.0625,0.5,0.0625,0.15625,0.125,0.15625,0.0,0.0,0.0625,0.0625
2020,23.5,6,5G0E3730,0.28125,0.09375,0.25,0.0,0.0,0.03125,0.65625,0.03125,0.28125,0.09375,0.25,0.0,0.0,0.03125,0.03125
2020,24,8,5G0E3586,0.375,0.0,0.0,0.0,0.0,0.125,0.5,0.125,0.375,0.0,0.0,0.0,0.0,0.125,0.125
2020,24.5,8,5G0E3586,0.53125,0.0625,0.0,0.0,0.0,0.0625,0.65625,0.0625,0.53125,0.0625,0.0,0.0,0.0,0.0625,0.0625
2020,25,10,rushBNc,0.09375,0.25,0.0,0.0,0.0,0.0625,0.40625,0.0625,0.09375,0.25,0.0,0.0,0.0,0.0625,0.0625
2020,25.5,10,rushBNc,0.34375,0.09375,0.125,0.0,0.0,0.125,0.6875,0.125,0.375,0.09375,0.125,0.0,0.0,0.125,0.125
2020,19,8,EM4004,0.25,0.03125,0.03125,0.0,0.0,0.09375,0.40625,0.09375,0.25,0.03125,0.03125,0.0,0.0,0.09375,0.09375
2020,19.5,8,EM4004,0.5625,0.03125,0.0625,0.0,0.0,0.03125,0.6875,0.03125,0.625,0.03125,0.0625,0.0,0.0,0.03125,0.03125
2019,1,2,5G0E3565,0.0,0.09375,0.3125,0.0,0.0,0.0,0.40625,0.0,0.0,0.09375,0.3125,0.0,0.0,0.03125,0.03125
2019,2,4,rushUS+,0.46875,0.09375,0.125,0.0,0.0,0.0,0.6875,0.0,0.46875,0.09375,0.125,0.0,0.0,0.0,0.0
2019,3,6,5G0E3583,0.125,0.1875,0.125,0.0,0.0,0.0625,0.5,0.0625,0.125,0.1875,0.125,0.0,0.0,0.0625,0.0625
2019,4,7,5G0E3580,0.09375,0.1875,0.09375,0.0,0.0625,0.0,0.4375,0.0625,0.15625,0.25,0.09375,0.0,0.0625,0.0,0.0625
2019,5,9,rushUSc,0.03125,0.125,0.40625,0.0,0.0,0.09375,0.65625,0.09375,0.09375,0.1875,0.40625,0.0,0.0,0.09375,0.09375
2019,6,1,5G0E3566,0.6875,0.03125,0.0,0.1875,0.0,0.0,0.90625,0.1875,0.71875,0.1875,0.0,0.1875,0.03125,0.0,0.21875
2019,6.5,1,5G0E3566,0.6875,0.0625,0.03125,0.0,0.0,0.03125,0.8125,0.03125,0.71875,0.15625,0.0625,0.09375,0.0,0.03125,0.125
2019,7,3,5G0E3575,0.09375,0.34375,0.09375,0.03125,0.03125,0.0,0.59375,0.0625,0.09375,0.40625,0.125,0.03125,0.03125,0.0,0.0625
2019,7.5,3,5G0E3575,0.1875,0.28125,0.09375,0.03125,0.03125,0.0,0.625,0.0625,0.1875,0.34375,0.125,0.03125,0.03125,0.0,0.0625
2019,8,5,EM24078,0.0,0.3125,0.0,0.03125,0.0,0.0,0.34375,0.03125,0.0,0.3125,0.0,0.03125,0.0,0.0,0.03125
2019,8.5,5,EM24078,0.15625,0.375,0.0625,0.03125,0.0,0.0,0.625,0.03125,0.15625,0.46875,0.0625,0.03125,0.0,0.0,0.03125
2019,9,7,5G0E3563,0.25,0.3125,0.03125,0.0,0.0625,0.0,0.65625,0.0625,0.28125,0.40625,0.03125,0.0,0.0625,0.0,0.0625
2019,9.5,7,5G0E3563,0.4375,0.09375,0.03125,0.0,0.0,0.0,0.5625,0.0,0.4375,0.125,0.03125,0.0,0.0,0.0,0.0
2019,10,9,5G0E3729,0.3125,0.375,0.0,0.0,0.0,0.0,0.6875,0.0,0.3125,0.40625,0.0,0.0,0.0,0.0,0.0
2019,10.5,9,5G0E3729,0.5,0.15625,0.0,0.0,0.0,0.0,0.65625,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0
2019,11,1,5G0E3704,0.46875,0.25,0.0,0.0,0.0,0.0,0.71875,0.0,0.46875,0.28125,0.0,0.0,0.0,0.0,0.0
2019,11.5,1,5G0E3704,0.59375,0.0625,0.03125,0.0,0.0,0.0,0.6875,0.0,0.59375,0.15625,0.03125,0.0,0.0,0.0,0.0
2019,12,3,5G0E3728,0.0,0.34375,0.0625,0.0,0.0,0.0,0.40625,0.0,0.0,0.34375,0.0625,0.0,0.0,0.0,0.0
2019,12.5,3,5G0E3728,0.28125,0.25,0.0,0.0,0.0,0.0,0.53125,0.0,0.28125,0.28125,0.0,0.0,0.0,0.0,0.0
2019,13,5,5G0E3559,0.09375,0.3125,0.0,0.03125,0.0,0.0,0.4375,0.03125,0.09375,0.40625,0.0,0.03125,0.0,0.0,0.03125
2019,13.5,5,5G0E3559,0.375,0.3125,0.03125,0.0,0.0,0.0,0.71875,0.0,0.375,0.5,0.03125,0.03125,0.0,0.0,0.03125
2019,14,7,5G0F4359,0.0,0.25,0.03125,0.0,0.0,0.0,0.28125,0.0,0.0,0.25,0.03125,0.0,0.0,0.0,0.0
2019,14.5,7,5G0F4359,0.4375,0.15625,0.0,0.0,0.0,0.0,0.59375,0.0,0.4375,0.28125,0.0,0.0,0.03125,0.0,0.03125
2019,15,10,5G0E3562,0.21875,0.25,0.09375,0.0,0.0,0.0,0.5625,0.0,0.21875,0.40625,0.09375,0.0,0.0,0.0,0.0
2019,15.5,10,5G0E3562,0.6875,0.03125,0.0,0.0,0.0,0.0,0.71875,0.0,0.6875,0.28125,0.0,0.0,0.0,0.0,0.0
2019,16,2,5G0E3578,0.0,0.0,0.40625,0.0,0.0,0.0,0.40625,0.0,0.0,0.0,0.40625,0.0,0.0,0.0,0.0
2019,16.5,2,5G0E3578,0.0625,0.0625,0.3125,0.0,0.0,0.0,0.4375,0.0,0.0625,0.09375,0.3125,0.0,0.0,0.0,0.0
2019,17,4,5G0E3577,0.625,0.15625,0.0,0.0,0.0,0.0,0.78125,0.0,0.625,0.25,0.0,0.0,0.0,0.0,0.0
2019,17.5,4,5G0E3577,0.90625,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,0.90625,0.125,0.0,0.0,0.0,0.09375,0.09375
2019,18,6,5G0E3564,0.15625,0.15625,0.25,0.0,0.0,0.0,0.5625,0.0,0.15625,0.34375,0.25,0.0,0.0,0.0,0.0
2019,18.5,6,5G0E3564,0.625,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.625,0.09375,0.03125,0.0,0.0,0.0,0.0
2019,20,9,5G0E3574,0.03125,0.21875,0.125,0.0,0.0,0.0625,0.4375,0.0625,0.03125,0.28125,0.125,0.0,0.0,0.125,0.125
2019,20.5,9,5G0E3574,0.21875,0.21875,0.09375,0.0,0.0,0.0625,0.59375,0.0625,0.21875,0.21875,0.09375,0.0,0.0,0.09375,0.09375
2019,21,2,5G0F4358,0.0625,0.125,0.15625,0.0,0.0,0.0,0.34375,0.0,0.0625,0.21875,0.15625,0.0,0.0,0.0,0.0
2019,21.5,2,5G0F4358,0.1875,0.125,0.125,0.0,0.0,0.03125,0.46875,0.03125,0.1875,0.1875,0.125,0.0,0.0,0.03125,0.03125
2019,22,4,EM21049,0.09375,0.15625,0.1875,0.0,0.0,0.125,0.5625,0.125,0.09375,0.21875,0.1875,0.0,0.0,0.15625,0.15625
2019,22.5,4,EM21049,0.46875,0.125,0.03125,0.0,0.0,0.03125,0.65625,0.03125,0.46875,0.3125,0.03125,0.0,0.0,0.03125,0.03125
2019,23,6,5G0E3730,0.21875,0.21875,0.09375,0.0,0.0,0.0,0.53125,0.0,0.21875,0.28125,0.09375,0.0,0.0,0.0,0.0
2019,23.5,6,5G0E3730,0.21875,0.03125,0.1875,0.0,0.03125,0.0,0.46875,0.03125,0.25,0.0625,0.21875,0.0,0.03125,0.0,0.03125
2019,24,8,5G0E3586,0.5,0.1875,0.0,0.0,0.03125,0.0,0.71875,0.03125,0.5,0.25,0.0,0.0,0.03125,0.0,0.03125
2019,24.5,8,5G0E3586,0.6875,0.0625,0.0,0.0,0.0,0.0,0.75,0.0,0.6875,0.15625,0.0,0.0,0.0,0.0,0.0
2019,25,10,rushBNc,0.09375,0.40625,0.0,0.0,0.0,0.03125,0.53125,0.03125,0.09375,0.46875,0.0,0.0,0.0,0.03125,0.03125
2019,25.5,10,rushBNc,0.40625,0.0625,0.125,0.0,0.0,0.0625,0.65625,0.0625,0.40625,0.125,0.15625,0.0,0.0,0.125,0.125
2019,19,8,EM4004,0.0625,0.21875,0.09375,0.0,0.09375,0.0,0.46875,0.09375,0.125,0.28125,0.09375,0.0,0.09375,0.0,0.09375
2019,19.5,8,EM4004,0.59375,0.0625,0.125,0.0,0.03125,0.0,0.8125,0.03125,0.6875,0.0625,0.125,0.0,0.03125,0.0,0.03125
2018,1,2,5G0E3565,0.03125,0.0,0.4375,0.0,0.0,0.0,0.46875,0.0,0.0625,0.0,0.4375,0.0,0.0,0.0,0.0
2018,2,4,rushUS+,0.34375,0.0,0.09375,0.0,0.0,0.03125,0.46875,0.03125,0.34375,0.0,0.09375,0.0,0.0,0.03125,0.03125
2018,3,6,5G0E3583,0.0625,0.03125,0.03125,0.0,0.0,0.0,0.125,0.0,0.0625,0.03125,0.03125,0.0,0.0,0.0,0.0
2018,4,7,5G0E3580,0.125,0.03125,0.03125,0.0,0.0,0.0,0.1875,0.0,0.15625,0.03125,0.03125,0.0,0.0,0.0,0.0
2018,5,9,rushUSc,0.34375,0.0,0.09375,0.0,0.0,0.0,0.4375,0.0,0.34375,0.0625,0.09375,0.0,0.0,0.0,0.0
2018,6,1,5G0E3566,0.3125,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
2018,6.5,1,5G0E3566,0.375,0.0625,0.0625,0.0,0.0,0.0,0.5,0.0,0.375,0.0625,0.0625,0.0,0.0,0.0,0.0
2018,7,3,5G0E3575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7.5,3,5G0E3575,0.1875,0.0,0.0625,0.0,0.0,0.0625,0.3125,0.0625,0.1875,0.0,0.0625,0.0,0.0,0.0625,0.0625
2018,8,5,EM24078,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
2018,8.5,5,EM24078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,7,5G0E3563,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
2018,9.5,7,5G0E3563,0.3125,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,9,5G0E3729,0.1875,0.0,0.25,0.0,0.0,0.0,0.4375,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0
2018,10.5,9,5G0E3729,0.125,0.0,0.125,0.0,0.0,0.0625,0.3125,0.0625,0.125,0.0,0.125,0.0,0.0,0.125,0.125
2018,11,1,5G0E3704,0.3125,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0
2018,11.5,1,5G0E3704,0.3125,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0
2018,12,3,5G0E3728,0.0625,0.0,0.125,0.0,0.0,0.0,0.1875,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.0
2018,12.5,3,5G0E3728,0.1875,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0
2018,13,5,5G0E3559,0.0,0.1875,0.0625,0.0,0.0,0.0,0.25,0.0,0.0,0.1875,0.0625,0.0,0.0,0.0,0.0
2018,13.5,5,5G0E3559,0.0625,0.1875,0.0,0.0,0.0,0.0,0.25,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.0
2018,14,7,5G0F4359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,14.5,7,5G0F4359,0.5625,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0
2018,15,10,5G0E3562,0.0625,0.0,0.5,0.0,0.0,0.0,0.5625,0.0,0.0625,0.0,0.5,0.0,0.0,0.0,0.0
2018,15.5,10,5G0E3562,0.0625,0.0,0.0625,0.0,0.0,0.0,0.125,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0
2018,16,2,5G0E3578,0.0,0.0,0.4375,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0
2018,16.5,2,5G0E3578,0.125,0.0,0.1875,0.0,0.0,0.0,0.3125,0.0,0.125,0.0,0.1875,0.0,0.0,0.0,0.0
2018,17,4,5G0E3577,0.375,0.0,0.0625,0.0,0.0,0.0,0.4375,0.0,0.375,0.0,0.0625,0.0,0.0,0.0,0.0
2018,17.5,4,5G0E3577,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,18,6,5G0E3564,0.1875,0.0,0.125,0.0,0.0,0.0,0.3125,0.0,0.1875,0.0,0.125,0.0,0.0,0.0,0.0
2018,18.5,6,5G0E3564,0.5,0.0,0.0625,0.0,0.0,0.0,0.5625,0.0,0.5,0.0,0.0625,0.0,0.0,0.0,0.0
2018,19,8,EM6792,0.1875,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0
2018,19.5,8,EM6792,0.5625,0.0,0.125,0.0,0.0,0.0,0.6875,0.0,0.5625,0.0,0.1875,0.0,0.0,0.0,0.0
2018,20,9,5G0E3574,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
2018,20.5,9,5G0E3574,0.125,0.0625,0.0625,0.0,0.0,0.0,0.25,0.0,0.1875,0.0625,0.0625,0.0,0.0,0.0,0.0
2018,21,2,5G0F4358,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
2018,21.5,2,5G0F4358,0.25,0.0,0.375,0.0,0.0,0.0,0.625,0.0,0.3125,0.0,0.375,0.0,0.0,0.0,0.0
2018,22,4,EM21049,0.0,0.0,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0
2018,22.5,4,EM21049,0.5625,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0
2018,23,6,5G0E3730,0.125,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0
2018,23.5,6,5G0E3730,0.1875,0.0,0.0625,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0625,0.0,0.0,0.0,0.0
2018,24,8,5G0E3586,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
2018,24.5,8,5G0E3586,0.4375,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0
2018,25,10,rushBNc,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
2018,25.5,10,rushBNc,0.1875,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0
