year,shelter,datalogger,block,propagule_pressure,whole_plot,split_plot,rodent_treatment,burn_treatment,precip_treatment,BRTE_density,CETE_density,ELEL_density,LEPE_density,DEPI_density,ALAL_density,annual_mustard_density,HAGL_density
2020,1,5G0E3565,1,yes,1,2,rodent_exclusion,re_burn,control,30.0,168.0,24.6666666667,0.0,0.0,0.0,0.0,0.0
2020,2,rushUS+,2,no,3,5,rodent_exclusion,burn,control,680.0,448.0,2.66666666667,0.0,0.0,46.0,46.0,0.0
2020,3,5G0E3583,3,no,5,10,rodent_exclusion,re_burn,control,350.0,744.0,3.33333333333,0.0,0.0,60.0,60.0,0.0
2020,4,5G0E3580,4,yes,8,16,rodent_control,re_burn,control,240.0,508.0,1.33333333333,0.0,0.0,5.0,5.0,0.0
2020,5,rushUSc,5,no,10,20,rodent_control,re_burn,control,10.0,208.0,7.33333333333,0.0,0.0,23.0,23.0,0.0
2020,6,5G0E3566,1,yes,2,3,rodent_control,burn,drought,1220.0,720.0,2.0,0.0,0.0,60.0,60.0,0.0
2020,6.5,5G0E3566,1,yes,2,3,rodent_control,burn,pulse,1210.0,260.0,0.666666666667,0.0,0.0,11.0,11.0,0.0
2020,7,5G0E3575,2,no,4,7,rodent_control,burn,drought,130.0,92.0,2.66666666667,0.0,0.0,120.0,120.0,0.0
2020,7.5,5G0E3575,2,no,4,7,rodent_control,burn,pulse,110.0,96.0,2.0,0.0,0.0,144.0,144.0,0.0
2020,8,EM24078,3,no,6,11,rodent_control,burn,drought,10.0,20.0,1.33333333333,0.0,0.0,37.0,37.0,0.0
2020,8.5,EM24078,3,no,6,11,rodent_control,burn,pulse,210.0,184.0,2.0,0.0,0.0,82.0,82.0,0.0
2020,9,5G0E3563,4,yes,8,15,rodent_control,burn,drought,200.0,504.0,2.0,0.0,0.0,13.0,13.0,0.0
2020,9.5,5G0E3563,4,yes,8,15,rodent_control,burn,pulse,580.0,144.0,2.0,0.0,0.0,15.0,15.0,0.0
2020,10,5G0E3729,5,no,10,19,rodent_control,burn,drought,320.0,176.0,1.33333333333,0.0,0.0,1.0,1.0,0.0
2020,10.5,5G0E3729,5,no,10,19,rodent_control,burn,pulse,490.0,204.0,0.0,0.0,0.0,13.0,13.0,0.0
2020,11,5G0E3704,1,yes,2,4,rodent_control,re_burn,drought,540.0,668.0,1.33333333333,0.0,0.0,14.0,14.0,0.0
2020,11.5,5G0E3704,1,yes,2,4,rodent_control,re_burn,pulse,360.0,40.0,1.33333333333,0.0,0.0,1.0,1.0,0.0
2020,12,5G0E3728,2,no,4,8,rodent_control,re_burn,drought,120.0,32.0,1.33333333333,0.0,0.0,23.0,23.0,0.0
2020,12.5,5G0E3728,2,no,4,8,rodent_control,re_burn,pulse,390.0,104.0,0.666666666667,0.0,0.0,7.0,7.0,0.0
2020,13,5G0E3559,3,no,6,12,rodent_control,re_burn,drought,200.0,104.0,1.33333333333,0.0,0.0,125.0,125.0,0.0
2020,13.5,5G0E3559,3,no,6,12,rodent_control,re_burn,pulse,340.0,416.0,2.0,0.0,0.0,136.0,136.0,0.0
2020,14,5G0F4359,4,yes,8,16,rodent_control,re_burn,drought,60.0,92.0,1.33333333333,0.0,0.0,0.0,0.0,0.0
2020,14.5,5G0F4359,4,yes,8,16,rodent_control,re_burn,pulse,1070.0,612.0,2.0,0.0,0.0,8.0,8.0,0.0
2020,15,5G0E3562,5,no,9,18,rodent_exclusion,re_burn,drought,230.0,376.0,2.66666666667,0.0,0.0,6.0,6.0,0.0
2020,15.5,5G0E3562,5,no,9,18,rodent_exclusion,re_burn,pulse,390.0,340.0,0.666666666667,0.0,0.0,2.0,2.0,0.0
2020,16,5G0E3578,1,yes,1,2,rodent_exclusion,re_burn,drought,0.0,0.0,33.3333333333,0.0,0.0,1.0,1.0,0.0
2020,16.5,5G0E3578,1,yes,1,2,rodent_exclusion,re_burn,pulse,30.0,108.0,16.6666666667,0.0,0.0,13.0,13.0,0.0
2020,17,5G0E3577,2,no,3,6,rodent_exclusion,re_burn,drought,710.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17.5,5G0E3577,2,no,3,6,rodent_exclusion,re_burn,pulse,3000.0,80.0,0.666666666667,0.0,0.0,0.0,0.0,0.0
2020,18,5G0E3564,3,no,5,10,rodent_exclusion,re_burn,drought,390.0,772.0,3.33333333333,0.0,0.0,5.0,5.0,0.0
2020,18.5,5G0E3564,3,no,5,10,rodent_exclusion,re_burn,pulse,580.0,324.0,2.0,0.0,0.0,13.0,13.0,0.0
2020,20,5G0E3574,5,no,10,20,rodent_control,re_burn,drought,130.0,104.0,4.66666666667,0.0,0.0,19.0,19.0,0.0
2020,20.5,5G0E3574,5,no,10,20,rodent_control,re_burn,pulse,190.0,156.0,2.0,0.0,0.0,23.0,23.0,0.0
2020,21,5G0F4358,1,yes,1,1,rodent_exclusion,burn,drought,40.0,128.0,18.0,0.0,0.0,13.0,13.0,0.0
2020,21.5,5G0F4358,1,yes,1,1,rodent_exclusion,burn,pulse,130.0,156.0,14.6666666667,0.0,0.0,37.0,37.0,0.0
2020,22,EM21049,2,no,3,5,rodent_exclusion,burn,drought,250.0,376.0,3.33333333333,0.0,0.0,41.0,41.0,0.0
2020,22.5,EM21049,2,no,3,5,rodent_exclusion,burn,pulse,650.0,324.0,2.66666666667,0.0,0.0,24.0,24.0,0.0
2020,23,5G0E3730,3,no,5,9,rodent_exclusion,burn,drought,190.0,840.0,6.66666666667,0.0,0.0,15.0,15.0,0.0
2020,23.5,5G0E3730,3,no,5,9,rodent_exclusion,burn,pulse,480.0,596.0,6.66666666667,0.0,0.0,1.0,1.0,0.0
2020,24,5G0E3586,4,yes,7,13,rodent_exclusion,burn,drought,430.0,84.0,0.0,0.0,0.0,5.0,5.0,0.0
2020,24.5,5G0E3586,4,yes,7,13,rodent_exclusion,burn,pulse,1340.0,84.0,1.33333333333,0.0,0.0,3.0,3.0,0.0
2020,25,rushBNc,5,no,9,17,rodent_exclusion,burn,drought,200.0,364.0,2.0,0.0,0.0,12.0,12.0,0.0
2020,25.5,rushBNc,5,no,9,17,rodent_exclusion,burn,pulse,810.0,208.0,4.66666666667,0.0,0.0,44.0,44.0,0.0
2020,19,EM4004,4,yes,7,14,rodent_exclusion,re_burn,drought,230.0,228.0,2.66666666667,0.0,0.0,15.0,15.0,0.0
2020,19.5,EM4004,4,yes,7,14,rodent_exclusion,re_burn,pulse,890.0,144.0,2.0,0.0,0.0,3.0,3.0,0.0
2019,1,5G0E3565,1,yes,1,2,rodent_exclusion,re_burn,control,70.0,280.0,19.0,0.0,0.0,43.0,43.0,0.0
2019,2,rushUS+,2,no,3,5,rodent_exclusion,burn,control,420.0,544.0,1.33333333333,0.0,0.0,134.0,134.0,0.0
2019,3,5G0E3583,3,no,5,10,rodent_exclusion,re_burn,control,360.0,832.0,1.66666666667,0.0,0.0,24.0,24.0,0.0
2019,4,5G0E3580,4,yes,8,16,rodent_control,re_burn,control,450.0,776.0,1.33333333333,1.0,20.0,0.0,21.0,0.0
2019,5,rushUSc,5,no,10,20,rodent_control,re_burn,control,190.0,572.0,4.66666666667,0.0,0.0,105.0,105.0,0.0
2019,6,5G0E3566,1,yes,2,3,rodent_control,burn,drought,600.0,812.0,0.666666666667,7.0,16.0,0.0,23.0,0.0
2019,6.5,5G0E3566,1,yes,2,3,rodent_control,burn,pulse,1370.0,812.0,0.0,8.0,2.0,0.0,10.0,0.0
2019,7,5G0E3575,2,no,4,7,rodent_control,burn,drought,100.0,1180.0,0.666666666667,18.0,0.0,0.0,18.0,0.0
2019,7.5,5G0E3575,2,no,4,7,rodent_control,burn,pulse,270.0,744.0,0.0,21.0,0.0,0.0,21.0,0.0
2019,8,EM24078,3,no,6,11,rodent_control,burn,drought,0.0,1048.0,0.666666666667,7.0,0.0,0.0,7.0,0.0
2019,8.5,EM24078,3,no,6,11,rodent_control,burn,pulse,150.0,1396.0,1.33333333333,9.0,0.0,0.0,9.0,0.0
2019,9,5G0E3563,4,yes,8,15,rodent_control,burn,drought,380.0,1112.0,0.666666666667,0.0,14.0,0.0,14.0,0.0
2019,9.5,5G0E3563,4,yes,8,15,rodent_control,burn,pulse,1130.0,532.0,2.0,2.0,2.0,0.0,4.0,0.0
2019,10,5G0E3729,5,no,10,19,rodent_control,burn,drought,450.0,1320.0,0.0,0.0,2.0,0.0,2.0,0.0
2019,10.5,5G0E3729,5,no,10,19,rodent_control,burn,pulse,350.0,756.0,1.33333333333,0.0,4.0,0.0,4.0,0.0
2019,11,5G0E3704,1,yes,2,4,rodent_control,re_burn,drought,510.0,940.0,0.0,1.0,4.0,0.0,5.0,0.0
2019,11.5,5G0E3704,1,yes,2,4,rodent_control,re_burn,pulse,890.0,584.0,0.666666666667,0.0,7.0,0.0,7.0,0.0
2019,12,5G0E3728,2,no,4,8,rodent_control,re_burn,drought,90.0,1352.0,0.0,5.0,0.0,0.0,5.0,0.0
2019,12.5,5G0E3728,2,no,4,8,rodent_control,re_burn,pulse,330.0,1680.0,0.0,9.0,6.0,0.0,15.0,0.0
2019,13,5G0E3559,3,no,6,12,rodent_control,re_burn,drought,260.0,1728.0,1.33333333333,17.0,0.0,0.0,17.0,0.0
2019,13.5,5G0E3559,3,no,6,12,rodent_control,re_burn,pulse,350.0,1520.0,0.0,16.0,0.0,0.0,16.0,0.0
2019,14,5G0F4359,4,yes,8,16,rodent_control,re_burn,drought,30.0,1232.0,0.666666666667,0.0,2.0,0.0,2.0,0.0
2019,14.5,5G0F4359,4,yes,8,16,rodent_control,re_burn,pulse,900.0,1160.0,0.666666666667,0.0,8.0,0.0,8.0,0.0
2019,15,5G0E3562,5,no,9,18,rodent_exclusion,re_burn,drought,400.0,1184.0,2.0,0.0,1.0,0.0,1.0,0.0
2019,15.5,5G0E3562,5,no,9,18,rodent_exclusion,re_burn,pulse,900.0,1000.0,0.666666666667,0.0,0.0,0.0,0.0,0.0
2019,16,5G0E3578,1,yes,1,2,rodent_exclusion,re_burn,drought,70.0,40.0,15.3333333333,0.0,0.0,12.0,12.0,0.0
2019,16.5,5G0E3578,1,yes,1,2,rodent_exclusion,re_burn,pulse,10.0,96.0,5.33333333333,0.0,0.0,35.0,35.0,0.0
2019,17,5G0E3577,2,no,3,6,rodent_exclusion,re_burn,drought,730.0,1112.0,0.666666666667,0.0,0.0,2.0,2.0,0.0
2019,17.5,5G0E3577,2,no,3,6,rodent_exclusion,re_burn,pulse,2330.0,204.0,0.0,0.0,0.0,73.0,73.0,0.0
2019,18,5G0E3564,3,no,5,10,rodent_exclusion,re_burn,drought,490.0,1092.0,2.0,0.0,2.0,2.0,4.0,0.0
2019,18.5,5G0E3564,3,no,5,10,rodent_exclusion,re_burn,pulse,1150.0,516.0,0.666666666667,0.0,3.0,24.0,27.0,0.0
2019,20,5G0E3574,5,no,10,20,rodent_control,re_burn,drought,130.0,768.0,2.0,0.0,2.0,35.0,37.0,0.0
2019,20.5,5G0E3574,5,no,10,20,rodent_control,re_burn,pulse,320.0,516.0,2.0,0.0,0.0,71.0,71.0,0.0
2019,21,5G0F4358,1,yes,1,1,rodent_exclusion,burn,drought,40.0,512.0,9.33333333333,0.0,0.0,27.0,27.0,0.0
2019,21.5,5G0F4358,1,yes,1,1,rodent_exclusion,burn,pulse,160.0,832.0,6.0,0.0,1.0,74.0,75.0,0.0
2019,22,EM21049,2,no,3,5,rodent_exclusion,burn,drought,420.0,876.0,2.0,0.0,0.0,86.0,86.0,0.0
2019,22.5,EM21049,2,no,3,5,rodent_exclusion,burn,pulse,540.0,860.0,0.0,0.0,0.0,164.0,164.0,0.0
2019,23,5G0E3730,3,no,5,9,rodent_exclusion,burn,drought,90.0,732.0,2.0,0.0,4.0,0.0,4.0,0.0
2019,23.5,5G0E3730,3,no,5,9,rodent_exclusion,burn,pulse,290.0,432.0,5.33333333333,0.0,3.0,0.0,3.0,0.0
2019,24,5G0E3586,4,yes,7,13,rodent_exclusion,burn,drought,760.0,692.0,0.0,0.0,2.0,0.0,2.0,0.0
2019,24.5,5G0E3586,4,yes,7,13,rodent_exclusion,burn,pulse,1840.0,600.0,0.0,0.0,8.0,0.0,8.0,0.0
2019,25,rushBNc,5,no,9,17,rodent_exclusion,burn,drought,190.0,932.0,0.666666666667,0.0,0.0,24.0,24.0,0.0
2019,25.5,rushBNc,5,no,9,17,rodent_exclusion,burn,pulse,620.0,620.0,0.666666666667,0.0,0.0,255.0,255.0,0.0
2019,19,EM4004,4,yes,7,14,rodent_exclusion,re_burn,drought,200.0,476.0,1.33333333333,0.0,24.0,0.0,24.0,0.0
2019,19.5,EM4004,4,yes,7,14,rodent_exclusion,re_burn,pulse,1290.0,496.0,0.666666666667,0.0,11.0,3.0,14.0,0.0
2018,1,5G0E3565,1,yes,1,2,rodent_exclusion,re_burn,control,100.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0
2018,2,rushUS+,2,no,3,5,rodent_exclusion,burn,control,1030.0,16.0,0.0,0.0,0.0,32.0,32.0,0.8
2018,3,5G0E3583,3,no,5,10,rodent_exclusion,re_burn,control,620.0,20.0,2.0,0.0,0.0,4.0,4.0,0.2
2018,4,5G0E3580,4,yes,8,16,rodent_control,re_burn,control,200.0,34.0,0.0,0.0,0.0,0.0,0.0,2.6
2018,5,rushUSc,5,no,10,20,rodent_control,re_burn,control,270.0,8.0,6.0,0.0,0.0,44.0,44.0,0.0
2018,6,5G0E3566,1,yes,2,3,rodent_control,burn,drought,1200.0,32.0,0.0,4.0,0.0,0.0,4.0,0.0
2018,6.5,5G0E3566,1,yes,2,3,rodent_control,burn,pulse,1640.0,0.0,0.0,108.0,0.0,0.0,108.0,0.0
2018,7,5G0E3575,2,no,4,7,rodent_control,burn,drought,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7.5,5G0E3575,2,no,4,7,rodent_control,burn,pulse,360.0,0.0,0.0,12.0,0.0,0.0,12.0,0.8
2018,8,EM24078,3,no,6,11,rodent_control,burn,drought,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.4
2018,8.5,EM24078,3,no,6,11,rodent_control,burn,pulse,160.0,0.0,4.0,8.0,0.0,4.0,12.0,0.0
2018,9,5G0E3563,4,yes,8,15,rodent_control,burn,drought,140.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9.5,5G0E3563,4,yes,8,15,rodent_control,burn,pulse,1340.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4
2018,10,5G0E3729,5,no,10,19,rodent_control,burn,drought,420.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10.5,5G0E3729,5,no,10,19,rodent_control,burn,pulse,1020.0,80.0,8.0,0.0,0.0,0.0,0.0,1.2
2018,11,5G0E3704,1,yes,2,4,rodent_control,re_burn,drought,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,11.5,5G0E3704,1,yes,2,4,rodent_control,re_burn,pulse,1160.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,12,5G0E3728,2,no,4,8,rodent_control,re_burn,drought,60.0,0.0,0.0,4.0,0.0,0.0,4.0,2.8
2018,12.5,5G0E3728,2,no,4,8,rodent_control,re_burn,pulse,240.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6
2018,13,5G0E3559,3,no,6,12,rodent_control,re_burn,drought,0.0,96.0,0.0,4.0,0.0,0.0,4.0,0.4
2018,13.5,5G0E3559,3,no,6,12,rodent_control,re_burn,pulse,0.0,224.0,0.0,24.0,0.0,0.0,24.0,2.8
2018,14,5G0F4359,4,yes,8,16,rodent_control,re_burn,drought,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,14.5,5G0F4359,4,yes,8,16,rodent_control,re_burn,pulse,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2018,15,5G0E3562,5,no,9,18,rodent_exclusion,re_burn,drought,520.0,44.0,4.0,0.0,0.0,0.0,0.0,0.4
2018,15.5,5G0E3562,5,no,9,18,rodent_exclusion,re_burn,pulse,1960.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
2018,16,5G0E3578,1,yes,1,2,rodent_exclusion,re_burn,drought,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
2018,16.5,5G0E3578,1,yes,1,2,rodent_exclusion,re_burn,pulse,680.0,0.0,24.0,0.0,0.0,36.0,36.0,0.0
2018,17,5G0E3577,2,no,3,6,rodent_exclusion,re_burn,drought,1060.0,84.0,4.0,0.0,0.0,0.0,0.0,5.6
2018,17.5,5G0E3577,2,no,3,6,rodent_exclusion,re_burn,pulse,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,18,5G0E3564,3,no,5,10,rodent_exclusion,re_burn,drought,160.0,52.0,8.0,0.0,0.0,0.0,0.0,2.0
2018,18.5,5G0E3564,3,no,5,10,rodent_exclusion,re_burn,pulse,1020.0,52.0,0.0,0.0,0.0,0.0,0.0,1.6
2018,19,EM6792,4,yes,7,14,rodent_exclusion,re_burn,drought,140.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8
2018,19.5,EM6792,4,yes,7,14,rodent_exclusion,re_burn,pulse,900.0,48.0,0.0,0.0,0.0,0.0,0.0,0.4
2018,20,5G0E3574,5,no,10,20,rodent_control,re_burn,drought,100.0,0.0,4.0,0.0,0.0,12.0,12.0,0.8
2018,20.5,5G0E3574,5,no,10,20,rodent_control,re_burn,pulse,180.0,8.0,4.0,0.0,0.0,4.0,4.0,0.4
2018,21,5G0F4358,1,yes,1,1,rodent_exclusion,burn,drought,80.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0
2018,21.5,5G0F4358,1,yes,1,1,rodent_exclusion,burn,pulse,860.0,0.0,16.0,0.0,0.0,52.0,52.0,0.0
2018,22,EM21049,2,no,3,5,rodent_exclusion,burn,drought,160.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2018,22.5,EM21049,2,no,3,5,rodent_exclusion,burn,pulse,340.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2018,23,5G0E3730,3,no,5,9,rodent_exclusion,burn,drought,380.0,40.0,0.0,0.0,0.0,8.0,8.0,0.4
2018,23.5,5G0E3730,3,no,5,9,rodent_exclusion,burn,pulse,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,24,5G0E3586,4,yes,7,13,rodent_exclusion,burn,drought,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2018,24.5,5G0E3586,4,yes,7,13,rodent_exclusion,burn,pulse,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,25,rushBNc,5,no,9,17,rodent_exclusion,burn,drought,100.0,28.0,8.0,0.0,0.0,0.0,0.0,3.2
2018,25.5,rushBNc,5,no,9,17,rodent_exclusion,burn,pulse,2060.0,4.0,8.0,0.0,0.0,464.0,464.0,0.4
